Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Bio_01.tif contribution,Bio_02.tif contribution,Bio_03.tif contribution,Bio_04.tif contribution,Bio_05.tif contribution,Bio_06.tif contribution,Bio_07.tif contribution,Bio_08.tif contribution,Bio_09.tif contribution,Bio_10.tif contribution,Bio_11.tif contribution,Bio_12.tif contribution,Bio_13.tif contribution,Bio_14.tif contribution,Bio_15.tif contribution,Bio_16.tif contribution,Bio_17.tif contribution,Bio_18.tif contribution,Bio_19.tif contribution,East_Mediterranean_DEM contribution,East_Mediterranean_aspect contribution,East_Mediterranean_slope contribution,river_proximity_map contribution,Bio_01.tif permutation importance,Bio_02.tif permutation importance,Bio_03.tif permutation importance,Bio_04.tif permutation importance,Bio_05.tif permutation importance,Bio_06.tif permutation importance,Bio_07.tif permutation importance,Bio_08.tif permutation importance,Bio_09.tif permutation importance,Bio_10.tif permutation importance,Bio_11.tif permutation importance,Bio_12.tif permutation importance,Bio_13.tif permutation importance,Bio_14.tif permutation importance,Bio_15.tif permutation importance,Bio_16.tif permutation importance,Bio_17.tif permutation importance,Bio_18.tif permutation importance,Bio_19.tif permutation importance,East_Mediterranean_DEM permutation importance,East_Mediterranean_aspect permutation importance,East_Mediterranean_slope permutation importance,river_proximity_map permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
species,4013,0.4273,0.4554,500,0.7550,10949,0.2693,17.3028,0.3330,2.9020,2.6760,3.7701,0.2813,6.2769,1.0581,0.7510,2.0918,0.4549,0.0000,47.9631,1.0651,0.3623,6.1659,3.8603,0.3882,1.4414,0.0073,0.5551,0.0241,0.3648,0.2802,5.0072,19.2611,3.7789,0.1906,0.0000,6.9287,20.5228,0.3083,2.5679,19.6027,0.0000,9.2158,1.4534,0.0000,4.6185,1.2816,0.0000,3.0463,0.0919,1.4585,0.0207,8.8741,0.3976,1.0000,0.0572,0.7974,0.0075,5.0000,0.2169,0.6206,0.0498,10.0000,0.3665,0.5242,0.0882,0.0254,0.0118,0.9779,0.0000,11.2460,0.3916,0.5071,0.0999,33.8920,0.6346,0.3081,0.3080,22.5196,0.5413,0.3917,0.1966,1.4944,0.0916,0.7529,0.0107,3.9058,0.1863,0.6525,0.0411
